;Select one;;
Russia;Velikiye Luki;Velikiye Luki Airport;VLU
Russia;Veliky Ustyug;Velikiy Ustyug Airport;VUS
Russia;Verkhnevilyuysk;Verkhnevilyuisk Airport;VHV
Russia;Vilyuisk;Vilyuisk Airport;VYI
Russia;Vladivostok;Vladivostok International Airport;VVO
Russia;Volgograd;Volgograd International Airport;VOG
Russia;Vologda;Vologda Airport;VGD
Russia;Vorkuta;Vorkuta Airport;VKT
Russia;Voronezh;Voronezh International Airport;VOZ
Russia;Yakutia;Polyarny Airport;PYJ
Russia;Yakutsk;Magan Airport;GYG
Russia;Yakutsk;Yakutsk Airport;YKS
Russia;Yaroslavl;Tunoshna Airport;IAR
Russia;Yekaterinburg;Koltsovo Airport;SVX
Russia;Yeniseysk;Yeniseysk Airport;EIE
Russia;Yerbogachen;Yerbogachen Airport;ERG
Russia;Yoshkar-Ola;Yoshkar-Ola Airport;JOK
Russia;Yuzhno-Kurilsk;Mendeleyevo Airport;DEE
Russia;Yuzhno-sakhalinsk;Yuzhno-Sakhalinsk Airport;UUS
Russia;Zhigansk;Zhigansk Airport;ZIX
Russia;Zyryanka;Zyryanka Airport;ZKP
Russia;Belaya Gora;Belaya Gora Airport;BGN
Russia;Volgodonsk;Volgodonsk Airport;VLK
Rwanda;Gisenyi;Gisenyi Airport;GYI
Rwanda;Kamembe;Kamembe Airport;KME
Rwanda;Kigali;Kigali International Airport;KGL
Saint Helena;Wide Awake;RAF Ascension Island;ASI
Saint Kitts and Nevis;Basse Terre;Robert L. Bradshaw International Airport;SKB
Saint Kitts and Nevis;Charlestown;Vance W. Amory International Airport;NEV
Saint Lucia;Castries;George F. L. Charles Airport;SLU
Saint Lucia;Hewandorra;Hewanorra International Airport;UVF
Saint Pierre and Miquelon;Miquelon;Miquelon Airport;MQC
Saint Pierre and Miquelon;St.-pierre;St Pierre Airport;FSP
Saint Vincent and the Grenadines;Bequia;J F Mitchell Airport;BQU
Saint Vincent and the Grenadines;Canouan Island;Canouan Airport;CIW
Saint Vincent and the Grenadines;Kingstown;Argyle International Airport;SVD
Saint Vincent and the Grenadines;Mustique;Mustique Airport;MQS
Saint Vincent and the Grenadines;Union Island;Union Island International Airport;UNI
Samoa;Apia;Fagali'i Airport;FGI
Samoa;Faleolo;Faleolo International Airport;APW
Samoa;Savaii Island;Maota Airport;MXS
Sao Tome and Principe;Principe;Principe Airport;PCP
Sao Tome and Principe;Sao Tome;São Tomé International Airport;TMS
Saudi Arabia;Abha;Abha Regional Airport;AHB
Saudi Arabia;Al Kharj;Prince Sultan Air Base;AKH
Saudi Arabia;Al-ahsa;Al Ahsa Airport;HOF
Saudi Arabia;Al-Jawf;Al-Jawf Domestic Airport;AJF
Saudi Arabia;Al-Ula;Majeed Bin Abdulaziz Airport;ULH
Saudi Arabia;Arar;Arar Domestic Airport;RAE
Saudi Arabia;Bisha;Bisha Airport;BHH
Saudi Arabia;Dammam;King Fahd International Airport;DMM
Saudi Arabia;Dhahran;King Abdulaziz Air Base;DHA
Saudi Arabia;El-baha;Al Baha Airport;ABT
Saudi Arabia;Gassim;Gassim Airport;ELQ
Saudi Arabia;Gizan;Jizan Regional Airport;GIZ
Saudi Arabia;Guriat;Gurayat Domestic Airport;URY
Saudi Arabia;Hafr Al-batin;Al Qaisumah/Hafr Al Batin Airport;AQI
Saudi Arabia;Hail;Ha'il Airport;HAS
Saudi Arabia;Jeddah;King Abdulaziz International Airport;JED
Saudi Arabia;Jubail;Jubail Airport;QJB
Saudi Arabia;King Khalid Mil.city;King Khaled Military City Airport;KMC
Saudi Arabia;Madinah;Prince Mohammad Bin Abdulaziz Airport;MED
Saudi Arabia;Nejran;Nejran Airport;EAM
Saudi Arabia;Rafha;Rafha Domestic Airport;RAH
Saudi Arabia;Riyadh;King Khaled International Airport;RUH
Saudi Arabia;Riyadh;Riyadh Air Base;XXN
Saudi Arabia;Sharurah;Sharurah Airport;SHW
Saudi Arabia;Sulayel;Sulayel Airport;SLF
Saudi Arabia;Tabuk;Tabuk Airport;TUU
Saudi Arabia;Taif;Ta’if Regional Airport;TIF
Saudi Arabia;Turaif;Turaif Domestic Airport;TUI
Saudi Arabia;Wadi-al-dawasir;Wadi Al Dawasir Airport;WAE
Saudi Arabia;Wejh;Al Wajh Domestic Airport;EJH
Saudi Arabia;Yenbo;Prince Abdulmohsin Bin Abdulaziz Airport;YNB
Saudi Arabia;Khamis Mushait;King Khaled Air Base;KMX
Saudi Arabia;Dawadmi;King Salman Abdulaziz Airport;DWD
Senegal;Bakel;Bakel Airport;BXE
Senegal;Cap Skiring;Cap Skirring Airport;CSK
Senegal;Dakar;Léopold Sédar Senghor International Airport;DKR
Senegal;Diass;Blaise Diagne International Airport;DSS
Senegal;Kaolack;Kaolack Airport;KLC
Senegal;Kedougou;Kédougou Airport;KGG
Senegal;Kolda;Kolda North Airport;KDA
Senegal;Matam;Ouro Sogui Airport;MAX
Senegal;St. Louis;Saint Louis Airport;XLS
Senegal;Tambacounda;Tambacounda Airport;TUD
Senegal;Ziguinchor;Ziguinchor Airport;ZIG
Serbia;Batajnica;Batajnica Air Base;BJY
Serbia;Belgrade;Belgrade Nikola Tesla Airport;BEG
Serbia;Nis;Nis Airport;INI
Serbia;Novi Sad;Cenej Airport;QND
Serbia;Pristina;Priština International Airport;PRN
Seychelles;Bird Island;Bird Island Airport;BDI
Seychelles;Desroches;Desroches Airport;DES
Seychelles;Mahe;Seychelles International Airport;SEZ
Seychelles;Praslin;Praslin Airport;PRI
Sierra Leone;Bo;Bo Airport;KBS
Sierra Leone;Bonthe;Sherbro International Airport;BTE
Sierra Leone;Freetown;Hastings Airport;HGS
Sierra Leone;Freetown;Lungi International Airport;FNA
Sierra Leone;Gbangbatok;Gbangbatok Airport;GBK
Sierra Leone;Kenema;Kenema Airport;KEN
Sierra Leone;Yengema;Yengema Airport;WYE
Singapore;Paya Lebar;Paya Lebar Air Base;QPG
Singapore;Singapore;Seletar Airport;XSP
Singapore;Singapore;Singapore Changi Airport;SIN
Singapore;Tengah;Tengah Air Base;TGA
Slovakia;Bratislava;M. R. Štefánik Airport;BTS
Slovakia;Kosice;Košice Airport;KSC
Slovakia;Piestany;Piešťany Airport;PZY
Slovakia;Poprad;Poprad-Tatry Airport;TAT
Slovakia;Sliac;Sliač Airport;SLD
Slovakia;Žilina;Žilina Airport;ILZ
Slovenia;Ljubljana;Ljubljana Jože Pučnik Airport;LJU
Slovenia;Maribor;Maribor Airport;MBX
Slovenia;Portoroz;Portoroz Airport;POW
Solomon Islands;Afutara;Afutara Aerodrome;AFT
Solomon Islands;Atoifi;Uru Harbour Airport;ATD
Solomon Islands;Auki;Gwaunaru'u Airport;AKS
Solomon Islands;Ballalae;Ballalae Airport;BAS
Solomon Islands;Batuna;Batuna Aerodrome;BPF
Solomon Islands;Choiseul Bay;Choiseul Bay Airport;CHY
Solomon Islands;Fera Island;Fera/Maringe Airport;FRE
Solomon Islands;Gizo;Nusatupe Airport;GZO
Solomon Islands;Honiara;Honiara International Airport;HIR
Solomon Islands;Kagau Island;Kaghau Airport;KGE
Solomon Islands;Kirakira;Ngorangora Airport;IRA
Solomon Islands;Marau;Marau Airport;RUS
Solomon Islands;Mbambanakira;Babanakira Airport;MBU
Solomon Islands;Munda;Munda Airport;MUA
Solomon Islands;Ramata;Ramata Airport;RBV
Solomon Islands;Rennell Island;Rennell/Tingoa Airport;RNL
Solomon Islands;Ringi Cove;Ringi Cove Airport;RIN
Solomon Islands;Santa Ana;Santa Ana Airport;NNB
Solomon Islands;Santa Cruz/Graciosa Bay/Luova;Santa Cruz/Graciosa Bay/Luova Airport;SCZ
Solomon Islands;Sege;Sege Airport;EGM
Solomon Islands;Stirling Island;Mono Airport;MNY
Solomon Islands;Suavanao;Suavanao Airport;VAO
Solomon Islands;Ulawa;Ulawa Airport;RNA
Solomon Islands;Yandina;Yandina Airport;XYA
Somalia;Alula;Alula Airport;ALU
Somalia;Baidoa;Baidoa Airport;BIB
Somalia;Berbera;Berbera Airport;BBO
Somalia;Bosaso;Bosaso Airport;BSA
Somalia;Burao;Burao Airport;BUO
Somalia;Galcaio;Galcaio Airport;GLK
Somalia;Hargeisa;Egal International Airport;HGA
Somalia;Kismayu;Kisimayu Airport;KMU
Somalia;Mogadishu;Aden Adde International Airport;MGQ
South Africa;Aggeneys;Aggeneys Airport;AGZ
South Africa;Alexander Bay;Alexander Bay Airport;ALJ
South Africa;Alldays;Alldays Airport;ADY
South Africa;Arathusa;Arathusa Safari Lodge Airport;ASS
South Africa;Bisho;Bisho Airport;BIY
South Africa;Bloemfontein;Bram Fischer International Airport;BFN
South Africa;Cape Town;Cape Town International Airport;CPT
South Africa;Durban;King Shaka International Airport;DUR
South Africa;Durban;Virginia Airport;VIR
South Africa;East London;Ben Schoeman Airport;ELS
South Africa;Ficksburg;Ficksburg Sentraoes Airport;FCB
South Africa;George;George Airport;GRJ
South Africa;Harrismith;Harrismith Airport;HRS
South Africa;Hoedspruit;Hoedspruit Air Force Base Airport;HDS
South Africa;Johannesburg;Grand Central Airport;GCJ
South Africa;Johannesburg;Lanseria Airport;HLA
South Africa;Johannesburg;OR Tambo International Airport;JNB
South Africa;Johannesburg;Rand Airport;QRA
South Africa;Kimberley;Kimberley Airport;KIM
South Africa;Kleinsee;Kleinsee Airport;KLZ
South Africa;Klerksdorp;P C Pelser Airport;KXE
South Africa;Kuruman;Johan Pienaar Airport;KMH
South Africa;Ladysmith;Ladysmith Airport;LAY
South Africa;Langebaanweg;Langebaanweg Airport;SDB
South Africa;Lime Acres;Lime Acres Finsch Mine Airport;LMR
South Africa;Mafeking;Mmabatho International Airport;MBD
South Africa;Malalane;Riverside Airport;LLE
South Africa;Malamala;Malamala Airport;AAM
South Africa;Margate;Margate Airport;MGH
South Africa;Mkuze;Mkuze Airport;MZQ
South Africa;Mpumalanga;Kruger Mpumalanga International Airport;MQP
South Africa;Nelspruit;Nelspruit Airport;NLP
South Africa;Newcastle;Newcastle Airport;NCS
South Africa;Oudtshoorn;Oudtshoorn Airport;OUH
South Africa;Overberg;Overberg Airport;OVG
South Africa;Phalaborwa;Hendrik Van Eck Airport;PHW
South Africa;Phinda;Zulu Inyala Airport;PZL
South Africa;Pietermaritzburg;Pietermaritzburg Airport;PZB
South Africa;Pilanesberg;Pilanesberg International Airport;NTY
South Africa;Plettenberg Bay;Plettenberg Bay Airport;PBZ
South Africa;Port Elizabeth;Port Elizabeth Airport;PLZ
South Africa;Port Saint Johns;Port St Johns Airport;JOH
South Africa;Potchefstroom;Potchefstroom Airport;PCF
South Africa;Potgietersrus;Polokwane International Airport;PTG
South Africa;Pretoria;Wonderboom Airport;PRY
South Africa;Queenstown;Queenstown Airport;UTW
South Africa;Richard's Bay;Richards Bay Airport;RCB
South Africa;Robertson;Robertson Airport;ROD
South Africa;Secunda;Secunda Airport;ZEC
South Africa;Sishen;Sishen Airport;SIS
South Africa;Skukuza;Skukuza Airport;SZK
South Africa;Springbok;Springbok Airport;SBU
South Africa;Tzaneen;Tzaneen Airport;LTA
South Africa;Ulundi;Prince Mangosuthu Buthelezi Airport;ULD
South Africa;Umtata;K. D. Matanzima Airport;UTT
South Africa;Upington;Pierre Van Ryneveld Airport;UTN
South Africa;Vredendal;Vredendal Airport;VRE
South Africa;Vryburg;Vryburg Airport;VRU
South Africa;Waterkloof;Waterkloof Air Force Base;WKF
South Korea;Busan;Gimhae International Airport;PUS
South Korea;Cheju;Jeju International Airport;CJU
South Korea;Chinhae;Jinhae Airbase/Airport (G-813/K-10);CHF
South Korea;Chongju;Cheongju International Airport/Cheongju Air Base (K-59/G-513);CJJ
South Korea;Jhunju;Jeon Ju Airport (G-703);CHN
South Korea;Kangnung;Gangneung Airport (K-18);KAG
South Korea;Kunsan;Kunsan Air Base;KUV
South Korea;Kwangju;Gwangju Airport;KWJ
South Korea;Mokpo;Mokpo Heliport;MPK
South Korea;Muan;Muan International Airport;MWX
South Korea;Osan;Osan Air Base;OSN
South Korea;Pohang;Pohang Airport (G-815/K-3);KPO
South Korea;Sacheon;Sacheon Air Base/Airport;HIN
South Korea;Seogwipo;Jeongseok Airport;JDG
South Korea;Seosan;Seosan Air Base;HMY
South Korea;Seoul;Gimpo International Airport;GMP
South Korea;Seoul;Incheon International Airport;ICN
South Korea;Seoul East;Seoul Air Base (K-16);SSN
South Korea;Sokcho / Gangneung;Yangyang International Airport;YNY
South Korea;Suwon;Suwon Airport;SWU
South Korea;Taegu;Daegu Airport;TAE
South Korea;Ulsan;Ulsan Airport;USN
South Korea;Wonju;Wonju/Hoengseong Air Base (K-38/K-46);WJU
South Korea;Yechon;Yecheon Airbase;YEC
South Korea;Yeosu;Yeosu Airport;RSU
South Sudan;Higleig;Paloich Airport, Heliport;HGI
South Sudan;Juba;Juba International Airport;JUB
Spain;Albacete;Albacete-Los Llanos Airport;ABC
Spain;Algeciras;Algeciras Heliport;AEI
Spain;Alicante;Alicante International Airport;ALC
Spain;Almeria;Almería International Airport;LEI
Spain;Arrecife;Lanzarote Airport;ACE
Spain;Aviles;Asturias Airport;OVD
Spain;Badajoz;Badajoz Airport;BJZ
Spain;Barcelona;Barcelona International Airport;BCN
Spain;Bilbao;Bilbao Airport;BIO
Spain;Burgos;Burgos Airport;RGS
Spain;Castellón de la Plana;Castellón-Costa Azahar Airport;CDT
Spain;Ciudad Real;Ciudad Real Central Airport;CQM
Spain;Cordoba;Córdoba Airport;ODB
Spain;Fuerteventura;Fuerteventura Airport;FUE
Spain;Gerona;Girona Airport;GRO
Spain;Gran Canaria;Gran Canaria Airport;LPA
Spain;Granada;Federico Garcia Lorca Airport;GRX
Spain;Hierro;Hierro Airport;VDE
Spain;Huesca;Huesca/Pirineos Airport;HSK
Spain;Ibiza;Ibiza Airport;IBZ
Spain;Jerez;Jerez Airport;XRY
Spain;La Coruna;A Coruña Airport;LCG
Spain;La Gomera;La Gomera Airport;GMZ
Spain;Leon;Leon Airport;LEN
Spain;Lleida;Lleida-Alguaire Airport;ILD
Spain;Logroño-Agoncillo;Logroño-Agoncillo Airport;RJL
Spain;Madrid;Adolfo Suárez Madrid–Barajas Airport;MAD
Spain;Madrid;Cuatro Vientos Airport;ECV
Spain;Madrid;Torrejón Airport;TOJ
Spain;Malaga;Málaga Airport;AGP
Spain;Melilla;Melilla Airport;MLN
Spain;Menorca;Menorca Airport;MAH
Spain;Murcia;Región de Murcia International Airport;RMU
Spain;Murcia;San Javier Airport;MJV
Spain;Palma de Mallorca;Palma De Mallorca Airport;PMI
Spain;Pamplona;Pamplona Airport;PNA
Spain;Reus;Reus Air Base;REU
Spain;Rota;Rota Naval Station Airport;ROZ
Spain;Sabadell;Sabadell Airport;QSA
Spain;Salamanca;Salamanca Airport;SLM
Spain;San Sebastian;San Sebastian Airport;EAS
Spain;Santa Cruz De La Palma;La Palma Airport;SPC
Spain;Santander;Santander Airport;SDR
Spain;Santiago;Santiago de Compostela Airport;SCQ
Spain;Seo De Urgel;Pirineus - la Seu d'Urgel Airport;LEU
Spain;Sevilla;Moron Air Base;OZP
Spain;Sevilla;Sevilla Airport;SVQ
Spain;Tenerife;Tenerife Norte Airport;TFN
Spain;Tenerife;Tenerife South Airport;TFS
Spain;Teruel;Teruel Airport;TEV
Spain;Valencia;Valencia Airport;VLC
Spain;Valladolid;Valladolid Airport;VLL
Spain;Vigo;Vigo Airport;VGO
Spain;Vitoria;Vitoria/Foronda Airport;VIT
Spain;Zaragoza;Zaragoza Air Base;ZAZ
Sri Lanka;Anuradhapura;Anuradhapura Air Force Base;ACJ
Sri Lanka;Batticaloa;Batticaloa Airport;BTC
Sri Lanka;Colombo;Bandaranaike International Colombo Airport;CMB
Sri Lanka;Colombo;Colombo Ratmalana Airport;RML
Sri Lanka;Galoya;Ampara Airport;ADP
Sri Lanka;Jaffna;Kankesanturai Airport;JAF
Sri Lanka;Koggala;Koggala Airport;KCT
Sri Lanka;Mattala;Mattala Rajapaksa International Airport;HRI
Sri Lanka;Polonnaruwa Town;Hingurakgoda Air Force Base;HIM
Sri Lanka;Sigiriya;Sigiriya Air Force Base;GIU
Sri Lanka;Trinciomalee;China Bay Airport;TRR
Sri Lanka;Wirawila;Weerawila Airport;WRZ
Sudan;Atbara;Atbara Airport;ATB
Sudan;Damazin;Damazin Airport;RSS
Sudan;Dongola;Dongola Airport;DOG
Sudan;El Fasher;El Fasher Airport;ELF
Sudan;El Obeid;El Obeid Airport;EBD
Sudan;Geneina;Geneina Airport;EGN
Sudan;Kadugli;Kadugli Airport;KDX
Sudan;Kassala;Kassala Airport;KSL
Sudan;Khartoum;Khartoum International Airport;KRT
Sudan;Malakal;Malakal Airport;MAK
Sudan;Merowe;Merowe New Airport;MWE
Sudan;Nyala;Nyala Airport;UYL
Sudan;Port Sudan;Port Sudan New International Airport;PZU
Sudan;Rumbek;Rumbek Airport;RBX
Sudan;Wadi Halfa;Wadi Halfa Airport;WHF
Sudan;Wau;Wau Airport;WUU
Suriname;Albina;Albina Airport;ABN
Suriname;Drietabbetje;Drietabbetje Airport;DRJ
Suriname;Moengo;Moengo Airstrip;MOJ
Suriname;Nieuw Nickerie;Nieuw Nickerie Airport;ICK
Suriname;Paloemeu;Vincent Fayks Airport;OEM
Suriname;Paramaribo;Zorg en Hoop Airport;ORG
Suriname;Stoelmans Eiland;Stoelmanseiland Airport;SMZ
Suriname;Totness;Totness Airport;TOT
Suriname;Wageningen;Wageningen Airstrip;AGI
Suriname;Washabo;Washabo Airport;WSO
Suriname;Zandery;Johan Adolf Pengel International Airport;PBM
Swaziland;Manzini;King Mswati III International Airport;SHO
Swaziland;Manzini;Matsapha Airport;MTS
Sweden;Ängelholm;Ängelholm-Helsingborg Airport;AGH
Sweden;Arvidsjaur;Arvidsjaur Airport;AJR
Sweden;Borlange;Borlange Airport;BLE
Sweden;Eskilstuna;Eskilstuna Airport;EKT
Sweden;Gallivare;Gällivare Airport;GEV
Sweden;Gavle;Gävle Sandviken Airport;GVX
Sweden;Gothenborg;Gothenburg City Airport;GSE
Sweden;Gothenborg;Gothenburg-Landvetter Airport;GOT
Sweden;Hagfors;Hagfors Airport;HFS
Sweden;Halmstad;Halmstad Airport;HAD
Sweden;Hemavan;Hemavan Airport;HMV
Sweden;Hudiksvall;Hudiksvall Airport;HUV
Sweden;Hultsfred;Hultsfred Airport;HLF
Sweden;Joenkoeping;Jönköping Airport;JKG
Sweden;Kalkmar;Kalmar Airport;KLR
Sweden;Karlskoga;Karlskoga Airport;KSK
Sweden;Karlstad;Karlstad Airport;KSD
Sweden;Kiruna;Kiruna Airport;KRN
Sweden;Kramfors;Kramfors Sollefteå Airport;KRF
Sweden;Kristianstad;Kristianstad Airport;KID
Sweden;Lidkoping;Lidköping-Hovby Airport;LDK
Sweden;Linkoeping;Linköping City Airport;LPI
Sweden;Lulea;Luleå Airport;LLA
Sweden;Lycksele;Lycksele Airport;LYC
Sweden;Malmoe;Malmö Sturup Airport;MMX
Sweden;Mohed;Storuman Airport;SQO
Sweden;Mora;Mora Airport;MXX
Sweden;Norrkoeping;Norrköping Airport;NRK
Sweden;Orebro;Örebro Airport;ORB
Sweden;Ornskoldsvik;Örnsköldsvik Airport;OER
Sweden;Oskarshamn;Oskarshamn Airport;OSK
Sweden;Östersund;Åre Östersund Airport;OSD
Sweden;Pajala;Pajala Airport;PJA
Sweden;Ronneby;Ronneby Airport;RNB
Sweden;Skelleftea;Skellefteå Airport;SFT
Sweden;Skovde;Skövde Airport;KVB
Sweden;Soderhamn;Söderhamn Airport;SOO
Sweden;Stockholm;Stockholm Skavsta Airport;NYO
Sweden;Stockholm;Stockholm-Arlanda Airport;ARN
Sweden;Stockholm;Stockholm-Bromma Airport;BMA
Sweden;Sundsvall;Sundsvall-Härnösand Airport;SDL
Sweden;Sveg;Sveg Airport;EVG
Sweden;Torsby;Torsby Airport;TYF
Sweden;Trollhattan;Trollhättan-Vänersborg Airport;THN
Sweden;Umea;Umeå Airport;UME
Sweden;Vasteras;Stockholm Västerås Airport;VST
Sweden;Vaxjo;Växjö Kronoberg Airport;VXO
Sweden;Vilhelmina;Vilhelmina Airport;VHM
Sweden;Visby;Visby Airport;VBY
Switzerland;Altenrhein;St Gallen Altenrhein Airport;ACH
Switzerland;Bern;Bern Belp Airport;BRN
Switzerland;Buochs;Buochs Airport;BXO
Switzerland;Emmen;Emmen Air Base;EML
Switzerland;Geneva;Geneva Cointrin International Airport;GVA
Switzerland;Grenchen;Grenchen Airport;ZHI
Switzerland;Interlaken;Interlaken Air Base;ZIN
Switzerland;Lausanne;Lausanne-Blécherette Airport;QLS
Switzerland;Locarno;Locarno Airport;ZJI
Switzerland;Lugano;Lugano Airport;LUG
Switzerland;Neuchatel;Neuchatel Airport;QNC
Switzerland;Samedan;Samedan Airport;SMV
Switzerland;Sion;Sion Airport;SIR
Switzerland;Zurich;Zürich Airport;ZRH
Syria;Aleppo;Aleppo International Airport;ALP
Syria;Damascus;Damascus International Airport;DAM
Syria;Deire Zor;Deir ez-Zor Air Base;DEZ
Syria;Kamishly;Kamishly Airport;KAC
Syria;Latakia;Bassel Al-Assad International Airport;LTK
Syria;Palmyra;Palmyra Airport;PMS
Taiwan;Chiayi;Chiayi Airport;CYI
Taiwan;Cimei;Chi Mei Airport;CMJ
Taiwan;Fengnin;Taitung Airport;TTT
Taiwan;Green Island;Lyudao Airport;GNI
Taiwan;Hengchun;Hengchun Airport;HCN
Taiwan;Hsinchu;Hsinchu Air Base;HSZ
Taiwan;Hualien;Hualien Airport;HUN
Taiwan;Kaohsiung;Kaohsiung International Airport;KHH
Taiwan;Kinmen;Kinmen Airport;KNH
Taiwan;Lanyu;Lanyu Airport;KYD
Taiwan;Makung;Makung Airport;MZG
Taiwan;Matsu Islands;Matsu Beigan Airport;MFK
Taiwan;Matsu Islands;Matsu Nangan Airport;LZN
Taiwan;Pingtung;Pingtung North Airport;PIF
Taiwan;Taichung;Taichung Airport;TXG
Taiwan;Taichung;Taichung Ching Chuang Kang Airport;RMQ
Taiwan;Tainan;Tainan Airport;TNN
Taiwan;Taipei;Taipei Songshan Airport;TSA
Taiwan;Taipei;Taiwan Taoyuan International Airport;TPE
Taiwan;Wang An;Wang-an Airport;WOT
Tajikistan;Dushanbe;Dushanbe Airport;DYU
Tajikistan;Khudzhand;Khudzhand Airport;LBD
Tajikistan;Kulyab;Kulob Airport;TJU
Tajikistan;Kurgan Tyube;Qurghonteppa International Airport;KQT
Tanzania;Arusha;Arusha Airport;ARK
Tanzania;Bukoba;Bukoba Airport;BKZ
Tanzania;Dar Es Salaam;Julius Nyerere International Airport;DAR
Tanzania;Dodoma;Dodoma Airport;DOD
Tanzania;Geita;Mchauru Airport;GIT
Tanzania;Iringa;Iringa Airport;IRI
Tanzania;Kigoma;Kigoma Airport;TKQ
Tanzania;Kilimanjaro;Kilimanjaro International Airport;JRO
Tanzania;Kilwa Masoko;Kilwa Masoko Airport;KIY
Tanzania;Lake Manyara;Lake Manyara Airport;LKY
Tanzania;Lindi;Lindi Airport;LDI
Tanzania;Mafia Island;Mafia Island Airport;MFA
Tanzania;Mbeya;Songwe Airport;MBI
Tanzania;Moshi;Moshi Airport;QSI
Tanzania;Mtwara;Mtwara Airport;MYW
Tanzania;Musoma;Musoma Airport;MUZ
Tanzania;Mwanza;Mwanza Airport;MWZ
Tanzania;Pemba;Pemba Airport;PMA
Tanzania;Seronera;Seronera Airport;SEU
Tanzania;Shinyanga;Shinyanga Airport;SHY
Tanzania;Songea;Songea Airport;SGX
Tanzania;Tabora;Tabora Airport;TBO
Tanzania;Tanga;Tanga Airport;TGT
Tanzania;Zanzibar;Abeid Amani Karume International Airport;ZNZ
Thailand;Bangkok;Don Mueang International Airport;DMK
Thailand;Bangkok;Suvarnabhumi Airport;BKK
Thailand;Buri Ram;Buri Ram Airport;BFV
Thailand;Chiang Mai;Chiang Mai International Airport;CNX
Thailand;Chiang Rai;Chiang Rai International Airport;CEI
Thailand;Chumphon;Chumphon Airport;CJM
Thailand;Hat Yai;Hat Yai International Airport;HDY
Thailand;Khon Kaen;Khon Kaen Airport;KKC
Thailand;Ko Samui;Samui Airport;USM
Thailand;Krabi;Krabi Airport;KBV
Thailand;Lampang;Lampang Airport;LPT
Thailand;Loei;Loei Airport;LOE
Thailand;Mae Hong Son;Mae Hong Son Airport;HGN
Thailand;Nakhon Pathom;Kamphaeng Saen Airport;KDT
Thailand;Nakhon Phanom;Nakhon Phanom Airport;KOP
Thailand;Nakhon Ratchasima;Nakhon Ratchasima Airport;NAK
